1, beach,minecraft:snowy_beach,MONSTER,born_in_chaos_v1:zombie_fisherman,20,1,2
1, beach,minecraft:snowy_beach,MONSTER,creeperoverhaul:beach_creeper,20,1,2
1, beach,minecraft:snowy_beach,MONSTER,iter_rpg:scallop,20,1,2
1, beach,minecraft:snowy_beach,MONSTER,rottencreatures:dead_beard,10,1,1
1, beach,minecraft:snowy_beach,MONSTER,minecraft:enderman,20,1,2
1, beach,minecraft:snowy_beach,MONSTER,minecraft:skeleton,20,1,2
1, beach,minecraft:snowy_beach,MONSTER,minecraft:spider,20,1,2
1, none,minecraft:stony_shore,CREATURE,alexsmobs:seagull,10,1,2
1, none,minecraft:stony_shore,MONSTER,born_in_chaos_v1:zombie_fisherman,20,1,2
1, none,minecraft:stony_shore,MONSTER,creeperoverhaul:beach_creeper,20,1,2
1, none,minecraft:stony_shore,MONSTER,iter_rpg:scallop,20,1,2
1, none,minecraft:stony_shore,MONSTER,rottencreatures:dead_beard,10,1,1
1, none,minecraft:stony_shore,MONSTER,minecraft:enderman,20,1,2
1, none,minecraft:stony_shore,MONSTER,minecraft:skeleton,20,1,2
1, none,minecraft:stony_shore,MONSTER,minecraft:spider,20,1,2
1, forest,minecraft:forest,CREATURE,alexsmobs:crow,10,1,2
1, forest,minecraft:forest,MONSTER,minecraft:creeper,20,1,2
1, forest,minecraft:forest,MONSTER,minecraft:enderman,20,1,2
1, forest,minecraft:forest,MONSTER,minecraft:skeleton,20,2,4
1, forest,minecraft:forest,MONSTER,minecraft:spider,20,1,2
1, forest,minecraft:forest,MONSTER,minecraft:zombie,20,2,4
1, forest,minecraft:forest,MONSTER,minecraft:zombie_villager,10,1,1
1, forest,atmospheric:laurel_forest,CREATURE,alexsmobs:crow,10,1,2
1, forest,atmospheric:laurel_forest,MONSTER,minecraft:creeper,20,1,2
1, forest,atmospheric:laurel_forest,MONSTER,minecraft:enderman,20,1,2
1, forest,atmospheric:laurel_forest,MONSTER,minecraft:skeleton,20,2,4
1, forest,atmospheric:laurel_forest,MONSTER,minecraft:spider,20,1,2
1, forest,atmospheric:laurel_forest,MONSTER,minecraft:zombie,20,2,4
1, forest,atmospheric:laurel_forest,MONSTER,minecraft:zombie_villager,10,1,1
1, forest,autumnity:maple_forest,CREATURE,alexsmobs:crow,10,1,2
1, forest,autumnity:maple_forest,MONSTER,minecraft:creeper,20,1,2
1, forest,autumnity:maple_forest,MONSTER,minecraft:enderman,20,1,2
1, forest,autumnity:maple_forest,MONSTER,minecraft:skeleton,20,2,4
1, forest,autumnity:maple_forest,MONSTER,minecraft:spider,20,1,2
1, forest,autumnity:maple_forest,MONSTER,minecraft:zombie,20,2,4
1, forest,autumnity:maple_forest,MONSTER,minecraft:zombie_villager,10,1,1
1, forest,environmental:blossom_woods,CREATURE,alexsmobs:crow,10,1,2
1, forest,environmental:blossom_woods,MONSTER,minecraft:creeper,20,1,2
1, forest,environmental:blossom_woods,MONSTER,minecraft:enderman,20,1,2
1, forest,environmental:blossom_woods,MONSTER,minecraft:skeleton,20,2,4
1, forest,environmental:blossom_woods,MONSTER,minecraft:spider,20,1,2
1, forest,environmental:blossom_woods,MONSTER,minecraft:zombie,20,2,4
1, forest,environmental:blossom_woods,MONSTER,minecraft:zombie_villager,10,1,1
1, forest,minecraft:birch_forest,CREATURE,alexsmobs:crow,10,1,2
1, none,minecraft:lush_caves,MONSTER,iter_rpg:earth_elemental,20,1,2
1, none,galosphere:lichen_caves,MONSTER,iter_rpg:earth_elemental,20,1,2
1, none,minecraft:dripstone_caves,MONSTER,iter_rpg:earth_elemental,20,1,2
1, forest,minecraft:birch_forest,MONSTER,minecraft:creeper,20,1,2
1, forest,minecraft:birch_forest,MONSTER,minecraft:enderman,20,1,2
1, forest,minecraft:birch_forest,MONSTER,minecraft:skeleton,20,2,4
1, forest,minecraft:birch_forest,MONSTER,minecraft:spider,20,1,2
1, forest,minecraft:birch_forest,MONSTER,minecraft:zombie,20,2,4
1, forest,minecraft:birch_forest,MONSTER,minecraft:zombie_villager,10,1,1
1, forest,minecraft:flower_forest,CREATURE,alexsmobs:crow,10,1,2
1, forest,minecraft:flower_forest,MONSTER,minecraft:creeper,20,1,2
1, forest,minecraft:flower_forest,MONSTER,minecraft:enderman,20,1,2
1, forest,minecraft:flower_forest,MONSTER,minecraft:skeleton,20,2,4
1, forest,minecraft:flower_forest,MONSTER,minecraft:spider,20,1,2
1, forest,minecraft:flower_forest,MONSTER,minecraft:zombie,20,2,4
1, forest,minecraft:flower_forest,MONSTER,minecraft:zombie_villager,10,1,1
1, forest,minecraft:old_growth_birch_forest,CREATURE,alexsmobs:crow,10,1,2
1, forest,minecraft:old_growth_birch_forest,MONSTER,minecraft:creeper,20,1,2
1, forest,minecraft:old_growth_birch_forest,MONSTER,minecraft:enderman,20,1,2
1, forest,minecraft:old_growth_birch_forest,MONSTER,minecraft:skeleton,20,2,4
1, forest,minecraft:old_growth_birch_forest,MONSTER,minecraft:spider,20,1,2
1, forest,minecraft:old_growth_birch_forest,MONSTER,minecraft:zombie,20,2,4
1, forest,minecraft:old_growth_birch_forest,MONSTER,minecraft:zombie_villager,10,1,1
1, forest,minecraft:windswept_forest,CREATURE,alexsmobs:crow,10,1,2
1, forest,minecraft:windswept_forest,MONSTER,minecraft:creeper,20,1,2
1, forest,minecraft:windswept_forest,MONSTER,minecraft:enderman,20,1,2
1, forest,minecraft:windswept_forest,MONSTER,minecraft:skeleton,20,2,4
1, forest,minecraft:windswept_forest,MONSTER,minecraft:spider,20,1,2
1, forest,minecraft:windswept_forest,MONSTER,minecraft:zombie,20,2,4
1, forest,minecraft:windswept_forest,MONSTER,minecraft:zombie_villager,10,1,1
1, plains,minecraft:plains,CREATURE,alexsmobs:crow,10,1,2
1, plains,minecraft:plains,MONSTER,born_in_chaos_v1:seared_spirit,10,1,1
1, plains,minecraft:plains,MONSTER,endermanoverhaul:flower_fields_enderman,20,1,2
1, plains,minecraft:plains,MONSTER,minecraft:creeper,20,1,2
1, plains,minecraft:plains,MONSTER,minecraft:enderman,20,1,2
1, plains,minecraft:plains,MONSTER,minecraft:skeleton,20,2,4
1, plains,minecraft:plains,MONSTER,minecraft:spider,20,1,2
1, plains,minecraft:plains,MONSTER,minecraft:zombie,20,2,4
1, plains,minecraft:plains,MONSTER,minecraft:zombie_villager,10,1,1
1, plains,autumnity:pumpkin_fields,CREATURE,alexsmobs:crow,10,1,2
1, plains,autumnity:pumpkin_fields,MONSTER,born_in_chaos_v1:seared_spirit,10,1,1
1, plains,autumnity:pumpkin_fields,MONSTER,endermanoverhaul:flower_fields_enderman,20,1,2
1, plains,autumnity:pumpkin_fields,MONSTER,minecraft:creeper,20,1,2
1, plains,autumnity:pumpkin_fields,MONSTER,minecraft:enderman,20,1,2
1, plains,autumnity:pumpkin_fields,MONSTER,minecraft:skeleton,20,2,4
1, plains,autumnity:pumpkin_fields,MONSTER,minecraft:spider,20,1,2
1, plains,autumnity:pumpkin_fields,MONSTER,minecraft:zombie,20,2,4
1, plains,autumnity:pumpkin_fields,MONSTER,minecraft:zombie_villager,10,1,1
1, plains,environmental:blossom_valleys,CREATURE,alexsmobs:crow,10,1,2
1, plains,environmental:blossom_valleys,MONSTER,born_in_chaos_v1:seared_spirit,10,1,1
1, plains,environmental:blossom_valleys,MONSTER,endermanoverhaul:flower_fields_enderman,20,1,2
1, plains,environmental:blossom_valleys,MONSTER,minecraft:creeper,20,1,2
1, plains,environmental:blossom_valleys,MONSTER,minecraft:enderman,20,1,2
1, plains,environmental:blossom_valleys,MONSTER,minecraft:skeleton,20,2,4
1, plains,environmental:blossom_valleys,MONSTER,minecraft:spider,20,1,2
1, plains,environmental:blossom_valleys,MONSTER,minecraft:zombie,20,2,4
1, plains,environmental:blossom_valleys,MONSTER,minecraft:zombie_villager,10,1,1
1, plains,minecraft:meadow,CREATURE,alexsmobs:crow,10,1,2
1, plains,minecraft:meadow,MONSTER,born_in_chaos_v1:seared_spirit,10,1,1
1, plains,minecraft:meadow,MONSTER,endermanoverhaul:flower_fields_enderman,20,1,2
1, plains,minecraft:meadow,MONSTER,minecraft:creeper,20,1,2
1, plains,minecraft:meadow,MONSTER,minecraft:enderman,20,1,2
1, plains,minecraft:meadow,MONSTER,minecraft:skeleton,20,2,4
1, plains,minecraft:meadow,MONSTER,minecraft:spider,20,1,2
1, plains,minecraft:meadow,MONSTER,minecraft:zombie,20,2,4
1, plains,minecraft:meadow,MONSTER,minecraft:zombie_villager,10,1,1
1, plains,minecraft:sunflower_plains,CREATURE,alexsmobs:crow,10,1,2
1, plains,minecraft:sunflower_plains,MONSTER,born_in_chaos_v1:seared_spirit,10,1,1
1, plains,minecraft:sunflower_plains,MONSTER,endermanoverhaul:flower_fields_enderman,20,1,2
1, plains,minecraft:sunflower_plains,MONSTER,minecraft:creeper,20,1,2
1, plains,minecraft:sunflower_plains,MONSTER,minecraft:enderman,20,1,2
1, plains,minecraft:sunflower_plains,MONSTER,minecraft:skeleton,20,2,4
1, plains,minecraft:sunflower_plains,MONSTER,minecraft:spider,20,1,2
1, plains,minecraft:sunflower_plains,MONSTER,minecraft:zombie,20,2,4
1, plains,minecraft:sunflower_plains,MONSTER,minecraft:zombie_villager,10,1,1
1, river,minecraft:river,CREATURE,alexsmobs:crow,10,1,2
1, river,minecraft:river,MONSTER,born_in_chaos_v1:seared_spirit,10,1,1
1, river,minecraft:river,MONSTER,endermanoverhaul:flower_fields_enderman,20,1,2
1, river,minecraft:river,MONSTER,minecraft:creeper,20,1,2
1, river,minecraft:river,MONSTER,minecraft:enderman,20,1,2
1, river,minecraft:river,MONSTER,minecraft:skeleton,20,2,4
1, river,minecraft:river,MONSTER,minecraft:spider,20,1,2
1, river,minecraft:river,MONSTER,minecraft:zombie,20,2,4
1, river,minecraft:river,MONSTER,minecraft:zombie_villager,10,1,1
1, icy,minecraft:snowy_plains,MONSTER,dungeons_mobs:icy_creeper,20,1,2
1, icy,minecraft:snowy_plains,MONSTER,dungeons_mobs:iceologer,20,1,2
1, icy,minecraft:snowy_plains,MONSTER,endermanoverhaul:snowy_enderman,20,1,2
1, icy,minecraft:snowy_plains,MONSTER,minecraft:stray,20,1,2
1, icy,minecraft:snowy_plains,MONSTER,dungeons_mobs:frozen_zombie,20,1,2
1, icy,minecraft:snowy_plains,MONSTER,,20,1,2
1, icy,minecraft:snowy_plains,MONSTER,rottencreatures:hunter_wolf,20,1,2
1, icy,minecraft:snowy_plains,MONSTER,minecraft:spider,20,1,2
1, icy,minecraft:frozen_river,MONSTER,dungeons_mobs:icy_creeper,20,1,2
1, icy,minecraft:frozen_river,MONSTER,dungeons_mobs:iceologer,20,1,2
1, icy,minecraft:frozen_river,MONSTER,endermanoverhaul:snowy_enderman,20,1,2
1, icy,minecraft:frozen_river,MONSTER,minecraft:stray,20,1,2
1, icy,minecraft:frozen_river,MONSTER,dungeons_mobs:frozen_zombie,20,1,2
1, icy,minecraft:frozen_river,MONSTER,,20,1,2
1, icy,minecraft:frozen_river,MONSTER,rottencreatures:hunter_wolf,20,1,2
1, icy,minecraft:frozen_river,MONSTER,minecraft:spider,20,1,2
1, icy,minecraft:snowy_taiga,MONSTER,dungeons_mobs:icy_creeper,20,1,2
1, icy,minecraft:snowy_taiga,MONSTER,dungeons_mobs:iceologer,20,1,2
1, icy,minecraft:snowy_taiga,MONSTER,endermanoverhaul:snowy_enderman,20,1,2
1, icy,minecraft:snowy_taiga,MONSTER,minecraft:stray,20,1,2
1, icy,minecraft:snowy_taiga,MONSTER,dungeons_mobs:frozen_zombie,20,1,2
1, icy,minecraft:snowy_taiga,MONSTER,,20,1,2
1, icy,minecraft:snowy_taiga,MONSTER,rottencreatures:hunter_wolf,20,1,2
1, icy,minecraft:snowy_taiga,MONSTER,minecraft:spider,20,1,2
1, icy,minecraft:ice_spikes,MONSTER,dungeons_mobs:icy_creeper,20,1,2
1, icy,minecraft:ice_spikes,MONSTER,dungeons_mobs:iceologer,20,1,2
1, icy,minecraft:ice_spikes,MONSTER,endermanoverhaul:snowy_enderman,20,1,2
1, icy,minecraft:ice_spikes,MONSTER,minecraft:stray,20,1,2
1, icy,minecraft:ice_spikes,MONSTER,dungeons_mobs:frozen_zombie,20,1,2
1, icy,minecraft:ice_spikes,MONSTER,,20,1,2
1, icy,minecraft:ice_spikes,MONSTER,rottencreatures:hunter_wolf,20,1,2
1, icy,minecraft:ice_spikes,MONSTER,minecraft:spider,20,1,2
1, taiga,minecraft:taiga,MONSTER,born_in_chaos_v1:zombie_lumberjack,20,1,2
1, taiga,minecraft:taiga,MONSTER,born_in_chaos_v1:door_knight,20,1,2
1, taiga,minecraft:taiga,MONSTER,creeperoverhaul:spruce_creeper,20,1,2
1, taiga,minecraft:taiga,MONSTER,dungeons_mobs:illusioner,20,1,2
1, taiga,minecraft:taiga,MONSTER,dungeons_mobs:mossy_skeleton,20,1,2
1, taiga,minecraft:taiga,MONSTER,endermanoverhaul:scarab,10,1,2
1, taiga,minecraft:taiga,MONSTER,minecraft:enderman,20,1,2
1, taiga,environmental:pine_barrens,MONSTER,born_in_chaos_v1:zombie_lumberjack,20,1,2
1, taiga,environmental:pine_barrens,MONSTER,born_in_chaos_v1:door_knight,20,1,2
1, taiga,environmental:pine_barrens,MONSTER,creeperoverhaul:spruce_creeper,20,1,2
1, taiga,environmental:pine_barrens,MONSTER,dungeons_mobs:illusioner,20,1,2
1, taiga,environmental:pine_barrens,MONSTER,dungeons_mobs:mossy_skeleton,20,1,2
1, taiga,environmental:pine_barrens,MONSTER,endermanoverhaul:scarab,10,1,2
1, taiga,environmental:pine_barrens,MONSTER,minecraft:enderman,20,1,2
1, taiga,environmental:snowy_pine_barrens,MONSTER,born_in_chaos_v1:zombie_lumberjack,20,1,2
1, taiga,environmental:snowy_pine_barrens,MONSTER,born_in_chaos_v1:door_knight,20,1,2
1, taiga,environmental:snowy_pine_barrens,MONSTER,creeperoverhaul:spruce_creeper,20,1,2
1, taiga,environmental:snowy_pine_barrens,MONSTER,dungeons_mobs:illusioner,20,1,2
1, taiga,environmental:snowy_pine_barrens,MONSTER,dungeons_mobs:mossy_skeleton,20,1,2
1, taiga,environmental:snowy_pine_barrens,MONSTER,endermanoverhaul:scarab,10,1,2
1, taiga,environmental:snowy_pine_barrens,MONSTER,minecraft:enderman,20,1,2
1, taiga,minecraft:old_growth_pine_taiga,MONSTER,born_in_chaos_v1:zombie_lumberjack,20,1,2
1, taiga,minecraft:old_growth_pine_taiga,MONSTER,born_in_chaos_v1:door_knight,20,1,2
1, taiga,minecraft:old_growth_pine_taiga,MONSTER,creeperoverhaul:spruce_creeper,20,1,2
1, taiga,minecraft:old_growth_pine_taiga,MONSTER,dungeons_mobs:illusioner,20,1,2
1, taiga,minecraft:old_growth_pine_taiga,MONSTER,dungeons_mobs:mossy_skeleton,20,1,2
1, taiga,minecraft:old_growth_pine_taiga,MONSTER,endermanoverhaul:scarab,10,1,2
1, taiga,minecraft:old_growth_pine_taiga,MONSTER,minecraft:enderman,20,1,2
1, taiga,minecraft:old_growth_spruce_taiga,MONSTER,born_in_chaos_v1:zombie_lumberjack,20,1,2
1, taiga,minecraft:old_growth_spruce_taiga,MONSTER,born_in_chaos_v1:door_knight,20,1,2
1, taiga,minecraft:old_growth_spruce_taiga,MONSTER,creeperoverhaul:spruce_creeper,20,1,2
1, taiga,minecraft:old_growth_spruce_taiga,MONSTER,dungeons_mobs:illusioner,20,1,2
1, taiga,minecraft:old_growth_spruce_taiga,MONSTER,dungeons_mobs:mossy_skeleton,20,1,2
1, taiga,minecraft:old_growth_spruce_taiga,MONSTER,endermanoverhaul:scarab,10,1,2
1, taiga,minecraft:old_growth_spruce_taiga,MONSTER,minecraft:enderman,20,1,2
1, desert,minecraft:desert,MONSTER,alexsmobs:tarantula_hawk,20,1,2
1, desert,minecraft:desert,MONSTER,alexsmobs:guster,20,1,2
1, desert,minecraft:desert,MONSTER,born_in_chaos_v1:spirit_guide,20,1,2
1, desert,minecraft:desert,MONSTER,creeperoverhaul:desert_creeper,20,1,2
1, desert,minecraft:desert,MONSTER,endermanoverhaul:desert_enderman,20,1,2
1, desert,minecraft:desert,MONSTER,minecraft:husk,20,1,2
1, desert,minecraft:desert,MONSTER,rottencreatures:flying_scarab,10,1,2
1, desert,minecraft:desert,MONSTER,rottencreatures:mummy,0,1,2
1, desert,minecraft:desert,MONSTER,rottencreatures:scarab,10,1,2
1, desert,minecraft:desert,MONSTER,minecraft:skeleton,20,2,4
1, desert,minecraft:desert,MONSTER,minecraft:spider,20,1,2
1, desert,atmospheric:snowy_scrubland,MONSTER,alexsmobs:tarantula_hawk,20,1,2
1, desert,atmospheric:snowy_scrubland,MONSTER,alexsmobs:guster,20,1,2
1, desert,atmospheric:snowy_scrubland,MONSTER,born_in_chaos_v1:spirit_guide,20,1,2
1, desert,atmospheric:snowy_scrubland,MONSTER,creeperoverhaul:desert_creeper,20,1,2
1, desert,atmospheric:snowy_scrubland,MONSTER,endermanoverhaul:desert_enderman,20,1,2
1, desert,atmospheric:snowy_scrubland,MONSTER,minecraft:husk,20,1,2
1, desert,atmospheric:snowy_scrubland,MONSTER,rottencreatures:flying_scarab,10,1,2
1, desert,atmospheric:snowy_scrubland,MONSTER,rottencreatures:mummy,0,1,2
1, desert,atmospheric:snowy_scrubland,MONSTER,rottencreatures:scarab,10,1,2
1, desert,atmospheric:snowy_scrubland,MONSTER,minecraft:skeleton,20,2,4
1, desert,atmospheric:snowy_scrubland,MONSTER,minecraft:spider,20,1,2
1, desert,atmospheric:scrubland,MONSTER,alexsmobs:tarantula_hawk,20,1,2
1, desert,atmospheric:scrubland,MONSTER,alexsmobs:guster,20,1,2
1, desert,atmospheric:scrubland,MONSTER,born_in_chaos_v1:spirit_guide,20,1,2
1, desert,atmospheric:scrubland,MONSTER,creeperoverhaul:desert_creeper,20,1,2
1, desert,atmospheric:scrubland,MONSTER,endermanoverhaul:desert_enderman,20,1,2
1, desert,atmospheric:scrubland,MONSTER,minecraft:husk,20,1,2
1, desert,atmospheric:scrubland,MONSTER,rottencreatures:flying_scarab,10,1,2
1, desert,atmospheric:scrubland,MONSTER,rottencreatures:mummy,0,1,2
1, desert,atmospheric:scrubland,MONSTER,rottencreatures:scarab,10,1,2
1, desert,atmospheric:scrubland,MONSTER,minecraft:skeleton,20,2,4
1, desert,atmospheric:scrubland,MONSTER,minecraft:spider,20,1,2
1, desert,atmospheric:rocky_dunes,MONSTER,alexsmobs:tarantula_hawk,20,1,2
1, desert,atmospheric:rocky_dunes,MONSTER,alexsmobs:guster,20,1,2
1, desert,atmospheric:rocky_dunes,MONSTER,born_in_chaos_v1:spirit_guide,20,1,2
1, desert,atmospheric:rocky_dunes,MONSTER,creeperoverhaul:desert_creeper,20,1,2
1, desert,atmospheric:rocky_dunes,MONSTER,endermanoverhaul:desert_enderman,20,1,2
1, desert,atmospheric:rocky_dunes,MONSTER,minecraft:husk,20,1,2
1, desert,atmospheric:rocky_dunes,MONSTER,rottencreatures:flying_scarab,10,1,2
1, desert,atmospheric:rocky_dunes,MONSTER,rottencreatures:mummy,0,1,2
1, desert,atmospheric:rocky_dunes,MONSTER,rottencreatures:scarab,10,1,2
1, desert,atmospheric:rocky_dunes,MONSTER,minecraft:skeleton,20,2,4
1, desert,atmospheric:rocky_dunes,MONSTER,minecraft:spider,20,1,2
1, desert,atmospheric:petrified_dunes,MONSTER,alexsmobs:tarantula_hawk,20,1,2
1, desert,atmospheric:petrified_dunes,MONSTER,alexsmobs:guster,20,1,2
1, desert,atmospheric:petrified_dunes,MONSTER,born_in_chaos_v1:spirit_guide,20,1,2
1, desert,atmospheric:petrified_dunes,MONSTER,creeperoverhaul:desert_creeper,20,1,2
1, desert,atmospheric:petrified_dunes,MONSTER,endermanoverhaul:desert_enderman,20,1,2
1, desert,atmospheric:petrified_dunes,MONSTER,minecraft:husk,20,1,2
1, desert,atmospheric:petrified_dunes,MONSTER,rottencreatures:flying_scarab,10,1,2
1, desert,atmospheric:petrified_dunes,MONSTER,rottencreatures:mummy,0,1,2
1, desert,atmospheric:petrified_dunes,MONSTER,rottencreatures:scarab,10,1,2
1, desert,atmospheric:petrified_dunes,MONSTER,minecraft:skeleton,20,2,4
1, desert,atmospheric:petrified_dunes,MONSTER,minecraft:spider,20,1,2
1, desert,atmospheric:dunes,MONSTER,alexsmobs:tarantula_hawk,20,1,2
1, desert,atmospheric:dunes,MONSTER,alexsmobs:guster,20,1,2
1, desert,atmospheric:dunes,MONSTER,born_in_chaos_v1:spirit_guide,20,1,2
1, desert,atmospheric:dunes,MONSTER,creeperoverhaul:desert_creeper,20,1,2
1, desert,atmospheric:dunes,MONSTER,endermanoverhaul:desert_enderman,20,1,2
1, desert,atmospheric:dunes,MONSTER,minecraft:husk,20,1,2
1, desert,atmospheric:dunes,MONSTER,rottencreatures:flying_scarab,10,1,2
1, desert,atmospheric:dunes,MONSTER,rottencreatures:mummy,0,1,2
1, desert,atmospheric:dunes,MONSTER,rottencreatures:scarab,10,1,2
1, desert,atmospheric:dunes,MONSTER,minecraft:skeleton,20,2,4
1, desert,atmospheric:dunes,MONSTER,minecraft:spider,20,1,2
1, desert,atmospheric:flourishing_dunes,MONSTER,alexsmobs:tarantula_hawk,20,1,2
1, desert,atmospheric:flourishing_dunes,MONSTER,alexsmobs:guster,20,1,2
1, desert,atmospheric:flourishing_dunes,MONSTER,born_in_chaos_v1:spirit_guide,20,1,2
1, desert,atmospheric:flourishing_dunes,MONSTER,creeperoverhaul:desert_creeper,20,1,2
1, desert,atmospheric:flourishing_dunes,MONSTER,endermanoverhaul:desert_enderman,20,1,2
1, desert,atmospheric:flourishing_dunes,MONSTER,minecraft:husk,20,1,2
1, desert,atmospheric:flourishing_dunes,MONSTER,rottencreatures:flying_scarab,10,1,2
1, desert,atmospheric:flourishing_dunes,MONSTER,rottencreatures:mummy,0,1,2
1, desert,atmospheric:flourishing_dunes,MONSTER,rottencreatures:scarab,10,1,2
1, desert,atmospheric:flourishing_dunes,MONSTER,minecraft:skeleton,20,2,4
1, desert,atmospheric:flourishing_dunes,MONSTER,minecraft:spider,20,1,2
1, desert,atmospheric:spiny_thicket,MONSTER,alexsmobs:tarantula_hawk,20,1,2
1, desert,atmospheric:spiny_thicket,MONSTER,alexsmobs:guster,20,1,2
1, desert,atmospheric:spiny_thicket,MONSTER,born_in_chaos_v1:spirit_guide,20,1,2
1, desert,atmospheric:spiny_thicket,MONSTER,creeperoverhaul:desert_creeper,20,1,2
1, desert,atmospheric:spiny_thicket,MONSTER,endermanoverhaul:desert_enderman,20,1,2
1, desert,atmospheric:spiny_thicket,MONSTER,minecraft:husk,20,1,2
1, desert,atmospheric:spiny_thicket,MONSTER,rottencreatures:flying_scarab,10,1,2
1, desert,atmospheric:spiny_thicket,MONSTER,rottencreatures:mummy,0,1,2
1, desert,atmospheric:spiny_thicket,MONSTER,rottencreatures:scarab,10,1,2
1, desert,atmospheric:spiny_thicket,MONSTER,minecraft:skeleton,20,2,4
1, desert,atmospheric:spiny_thicket,MONSTER,minecraft:spider,20,1,2
1, badlands,minecraft:badlands,MONSTER,alexsmobs:tarantula_hawk,20,1,2
1, badlands,minecraft:badlands,MONSTER,alexsmobs:guster,20,1,2
1, badlands,minecraft:badlands,MONSTER,born_in_chaos_v1:skeleton_demoman,20,1,2
